"rating","text","class_label"
8,"Probably one of so few game-based movies done right out there, it feels really like Mortal Kombat, though not as brutal as the game, the CGI is good, the story is easy to follow, the dual fights could be made longer, and shame the Indonesian film censorship institute for cutting out some of the iconic fatality moments, I mean, they already give it R rating and only allow those who are 17 and over to watch yet they still censor it, what was the rating for then? As much as disappointing their country's heavy censorship is, Indonesian viewers can still take pride of their fellow countryman actor becomes the MVP of the movie. Joe Taslim really nails the Sub-Zero role, and I can say pretty much that almost none of the other characters can be considered as miscast. So yeah, looking forward to MK 2, of course with the high hope that not even a single moment being cut out.","positive"
9,"As a lifelong mortal kombat fan this movie exceeded my expectations and I had high expectations. They incorporated great humor and the signature moves left out in the 1995 cult classic. I pray they pick this up for the proposed 3 or 4 movie series. I like how they left it open and didn't force too many characters like they do in some other video game adaptions. I would have liked 30 min longer with more back story for the other characters included in the movie but I understand a 2 hour and 30 min movie is a lot to ask.Fantastic work around sub zero and the CGI effects.","positive"
9,"How could you dislike this movie?! I love all the keyboard warriors(who probably live in their parents basement, and have never experienced the warmth of a woman)on here dissecting this movie that's based on a video game. This movie isn't going to win any awards, but it served it's purpose. It has great fights and special effects, unexpected comedy(Kano), and all the nostalgia I had from the video games growing up. Certainly after the last MK movies, this was quite a different and welcoming experience. So sit back, relive your days in the arcades, and your parents basement(when it WAS acceptable)and enjoy an entertaining flick.","positive"
5,"Pros:
The Opening Sequence is AMAZING!!!The Fight Choreography is great.Hiroyuki Sanada is the BEST Actor in this movie.Sub-Zero actually feels very threatening.Cons:
THERE'S NO MORTAL KOMBAT IN THIS MORTAL KOMBAT MOVIE!!!!!!WTF is the point of Cole Young? All these amazing original MK characters and the studio says make a new character as the lead. TERRIBLE Decision!!!Lewis Tan is not a good actor especially considering he's the lead! In fact most of the actors either didn't fit their character or weren't trying hard enough.The Dialogue is BAD. Especially when using the lines from the game. Felt so forced!So many wasted characters: Reptile, Goro, Kabal, Kung Lao etc.Liu Kang, Raiden and Jax were all underused.The villains, aside from Sub-Zero, we're very flat and unthreatening.The script is WEAK. They should've scrapped it and started fresh.I was cautiously looking forward to this. I really loved the games as a kid and the trailer looked great! Sadly, the trailer is the best thing about this film. Every decision feels like a misstep. I don't know who decided to not have the MK Tournament but that was such a mistake. The film has no urgency without it and honestly just felt like they were stalling for time the entire film just to set up a sequel. It's like they were checking boxes with each scene with nothing authentic holding it together. You really don't feel anything for the characters outside of Sub-Zero and Scorpion, and Scorpion is only in two scenes. This whole film feels like a missed opportunity. The animated film Scorpion's Revenge is still the best MK adaptation to date. If you enjoyed this film, I'm happy for you but I struggled to keep watching it. 5/10.","negative"
4,"Terrible acting, mediocre film all round, but what's unforgiveable is the well below average fight choreography, especially from. Lewis Tan (who can't act at all).The only saving grace for this movie was. Josh Lawson as Kano, who was genuinely quite funny and actually a very likeable character, but the rest of it was pretty bad, the original movie was better.Very disappointed, this movie will absolutely not stand the test of time...forgettable.","negative"
8,"Good movie for the people who enjoyed their child hood with Mortal Kombat Game.","positive"
7,"You shouldn't be taking this more as the fan service that it is. I never really played the games, but watched the playthroughs and story modes quiet a bit.I always loved the Fatalities and you got them here, even some kind of inside jokes from the game.I would really like another movie.It wasn't a masterpiece, but it was enjoyable to watch.","positive"
7,"Is it perfect? No
Is it fun? Yes
Does it makes sense? Yes
Does it take itself too seriously? No
Could it have been better? Yes
Do I want to see a whole franchise with more movies like this one? Absolutely.","positive"
9,"If you are going into this movie expecting Goodfellas, then just turn it off. It's a great time with stupid dialogue and minimal story. Can't wait for the sequel.","positive"
7,"The movie was fun and entertaining, but without hiroyuki sanada and Joe taslim, this movie is nothing... :-)","positive"
9,"The movie pays so much homage to the video games, it's incredible. From fatalities, to hidden Easter eggs, I loved this movie. Introducing a new character can be tough, but they give you just enough about him to feel invested. I'm excited, and hopeful, that this movie will gain enough traction to give us a sequel as that ending has me itching for one! Great movie for entertainment. The action scenes are stellar and the movie is packed with MK characters. The dialogue is pretty great, too. (I'm looking at you, Kano). I highly recommend this movie for those who love MK and who enjoy a great action movie!","positive"
9,"Things happened fast in this movie but overall it was thoroughly enjoyable!","positive"
9,"MK21 improves on every aspect and delivers some amazing fight scenes. The characters were polished enough to stay true to the themes. Will be desperately waiting for a proper trilogy to be executed.","positive"
9,"As a fan of MK for over 25+ years I must say I was terrified the movie wouldn't be great with hearing of the change In story, characters etc but it exceeded all my expectations! The character adaptions were great, Kano was hilarious, Sub Zero - one word - EPIC! The special effects and fight scenes were amazing! So much more than I imagined. I hope to see many more sequels and prequels delving more into the amazing and expansive universe of MK and it's characters. Great fun and an entertaining film <U+0001F60D>","positive"
10,"I feel that if Kevin Tancharoen (who directed MK Legacy) had done this movie, the praise would be immediate and harmonious. He had a sincere vision when he did MK Legacy, and that was missing here. They clearly took notes from him and tried to make the movie he would make, but they failed. I want a resurgence of MK movies as much as the next nerd, but I think they tried and missed the mark, and Kevin wouldn't have.","positive"
7,"Mortal Kombat, A fantasy movie that besides the interesting characters of Scorpion and Sub-Zero, some nice fights and development, especially in the beginning, everything else can be put aside and nearly ignored. The main protagonist is as interesting as a bunny in armor and Mehcad Brooks has been seen enough in Supergirl!Its (+) are its action and CGI and its (-) are loads of cheesiness, lack of darkness and depth.Of course, for the sake of the flow of the movie and the heroes' reward, the bad guys had to be taken out one by one, even if they were to suddenly do crazy things, to stand still, watching their wounds and blood in disbelief, while the shiny nice opponent delivers the final blows.Any time, the writers & producers are able to deliver a Mortal Kombat as dark and twisted as Saw (2004), I would applaud profusely.Screenplay/story: 7.5Development: 7.5Entertainment: 8Acting: 7.5Filming/cinematography: 8CGI/VFX: 8Music/score: 7.5Depth: 5.5Logic: 6Flow: 7.5Suspense/fantasy: 7Ending: 7.","positive"
1,"I fell in love with Mortal Kombat with Mortal Kombat 2 and Ultimate Mortal Kombat 3 when I was about ten years old. This would have been somewhere around 1998. I have played through every mainseries game, watched both movies, and watched the cartoon acress these 23 years now. I say all this because I want the reader to understand my love for this franchise so that they can understand why I hate this movie so much.I hate this movie because this movie is not Mortal Kombat. That's the simplest and most direct way I can communicate this to you. If you asked me to show you one thing that you could walk away from and say that you have a core grasp on what Mortal Kombat is; I would say play through the story mode of Mortal Kombat 2011. That game is very respectful to the original story whilst aslo rebooting it at the same time. It retells the story of the first three games and you'll walk away from it knowing what Mortal Kombat is. I would not recommend you watch this movie to understand what Mortal Kombat is. In fact, I'd recommend you run screaming in the opposite direction of this movie.Why Mr. Reviwer, that sound pretty harsh and mean. What do you mean by these statements? The movie was made with love from people who cared about the games and wanted to provide nothing but fan service to you. You dare spit in their face? Why?Well, let me put it this way. This movie is about a character who isn't a Mortal Kombat character, who decends from a character who never existed in the games, who herself decended from a Mortal Kombat character. Sound generic and stupid? You bet it is! But wait, it gets worse! Because of this long line of bloodline decent that never existed in the games (and thus this bloodline link to these nonexistent characters had no importance in the games) main hero not Mortal Kombat character is destined to disover the inner power this nonexistent bloodline link gives him to fullfill a prohpecy that also, you guessed it, doesn't exist in the games. It isn't even a tournament. It's a pre-fight assisination of characters. Which is also horrible, because we have no atmosphere of a tournament and don't even get to see Shang Tsung's Island.So, at this point, you might be asking; does this movie have anything to do with the games at all? And, the answer, of course, is a resounding, complete, and total no. This is nothing more than a generic cash grab that called itself Mortal Kombat, dressed itself with Mortal Kombat characters, and drenched itself in blood. But, a gorry movie does not a Mortal Kombat story make; when you completely ignore the lore of the Mortal Kombat games.This movie, in all respects, should have been essentually a hybrid of Mortal Kombat 1995 with the Mortal Kombat 1 elements of the story as they were done in Mortal Kombat 2011 (sans the message back in time stuff) with a hard R rating. That's it. Plain and simple.Watch Liu Kang, erm, I mean generic martial arts gary stu be shoehorned into the main character role as he embarks on a quest to Shang Tsung's mysterious island, erm, I mean warehouse. To compete in the great tournament of Mortal Kombat, erm, I mean to try to not be picked off by its fighters before they even get to Shang Tsung's island. There, glimpse the otherworldy Outworld, erm, I mean giant cliff where Shang Tsung sits his throne and talks a lot. Be amazed as Prince Goro battles Liu Kang, erm I mean Johhny Cage, whoops, erm, I mean Gary Stu in Goro's Lair, erm, I mean atop a cliff on Shang Tsung's island, whoops, erm, I mean, exiting a rural barn.Not saying that Mortal Kombat 1995 fallowed the story perfectly either. It doesn't. But, at least it tries to do its best with its PG-13 raiting to squeeze as much of Mortal Kombat's ambience, mystery, wonder, and personality of characters into the rating it had to work with. It brought us Shang Tsung's island, had two amazing Goro fights, and an actual tournament atmosphere.This new movie is not a tournament, does not show us Shang Tsung's island reimagined with modern speciel effects technology, does not fallow a Mortal Kombat character as its main character, and in general does not feel like Mortal Kombat.It felt like a low budget knock off that couldn't afford to build the sets or visit an actual island for filming. So, instead, cooked up this lazy story to try to explain why none of the cool things that happened in the games and the 1995 movie never actually materialize on screen in this movie.It's Mortal Tease. It's Mortal let's ditch Liu Kang and fallow a Gary Stu when pulled out of our butt to be the long lost whatever to Scorpion becase he decended from his non-existent daughter. Yes, Scorpion gets a daughter now. Not sure where she came from. Was never in the games at all. But, he has a daughter now.You know, Gary would have made a much better character as a sort of decedent to Scorpion of he was just Takashi Takeda from Mortal Kombat X. It would have made so much sore sense with the lore and he kind of looks like him.Of all the amazing atmosphere posibilities from the setting of the original game, of all the characters that exist in the Mortal Kombat franchise; this movie has so little respect for that franchise that it instead gives us a Gary Stu, with a contrived past for the sole purpose of connecting him to a character that is actually from the game and matters, and completely sidelines Liu Kang to give us non-interesting Gary Stu's origin story.Because when I think Mortal Kombat, I certainly think of a no-name nobody fighting Goro in what might as well be his back yard; who sucks so bad at fighting he needs saved with an axe. Yeah... totally what I got when I played these games. Who could possible have wanted anything different than this? Goro in his lair or somewhere else cool on Shang Tsung's island? Nah man, Goro in the back yard coming out of a barn.Nitara? The character most fans dismissed so hard that we haven't seen her in a game sense 2007's Mortal Kombat Armageddon on the Wii? That's totally a character out of many fan favorites that needed to be brought back.I could go on, and on, and on, and on. But, the point is this. This game was not made by fans for fans. This game was made for general audiences who know Mortal Kombat is that thing where martial artists fight ninjas and monsters and it's bloody and gory. Or, in short, they had no faith in the lore of Mortal Kombat at all and instead created a generic martial arts gore film because they knew casual audiences don't know the difference between that and Mortal Kombat.Mortal Kombat has a multiple decades long complex lore that rivals many film and movie franchises in its complexity. Amazing characters and world building. But, sadly, none of that is on display in this movie. Instead, we get whoever guy fighting randomly inserted Mortal Kombat character for lack of reason in uninteresting and not game locations.I enjoyed the 1995. I was so happy to learn that all these years later we'd be getting something like that again, but R rated this time. What I got was a slap in the face. As a Mortal Kombat fan, this offends me. This is not fan service. This is general audience pandering. If you don't know the difference, you shouldn't have made this movie.This movie is scoring well, with its intended audience. Too bad that audience isn't Mortal Kombat fans.","negative"
9,"This movie shows the potential for what it can do, this movie needs to be successful which is looking good for it to have better put together sequels. Personally none of my favorite characters were in the movie but I think overall they did a great Job making the mortal kombat players come to life. I am looking forward to seeing what they can do in the future; as of now this movie feeds the kid in me. If I was not a fan of mortal kombat I could see me giving this movie a 7/10 instead of a 9, but I am happy.","positive"
10,"Man this movie brought back some good 90s memories!! I love it!!! I really hope they will continue the story.","positive"
1,"Cole Young? No Thank you. 1995 Mortal Kombat was better. Heck, even Mortal Kombat Annihilation was better. This movie is laughably awful.","negative"
5,"There's no tournament in a movie called ""Mortal Kombat""? Shang Tsung and gang tries to assassinate Earthrealms champions, but that's not the classic plot you may expected from a MK movie. And it takes about an hour something happens in this film. That hour before there's only exposition, characters walk in some unspectacular desert locations and boring training sequences you want to skip next time.Kano wins! Josh Lawson seems like the only actor, who had really fun and can get more out of his role. Hiroyuki Sanada is a great Scorpion, but they gave him absolutely none screentime. The Action and the effects were quite awesome, as well as the cosplay. Joe Taslim did a great job as Sub-Zero. The beginning and his fight with Scorpion were the best parts. If you can mix the gory action of this reboot with the enjoyable characters from the Original, it would be a really good MK movie. Overall it was watchable and partly entertaining enough to give it an average rating. The animated movie last year is still the best MK movie out there yet.","negative"
1,"After 25-odd years spent imaging what the MK universe could look like utilising current technology, I was thrilled to hear that this film was being made. However, within 15 minutes of watching this movie I realised that I was about to endure a level of Hell that not even Scorpion himself would be capable of enduring.The story itself is very clunky and the writers use some extremely rudimentary dialogue to try and bridge the gap for the audience. Compounding this issue are the wooden acting performances by a number of main characters in the film which make the excremental stench of the dialogue seem even more prominent.The prospect of seeing current day VFX paint the visuals of the MK world was a major point of excitement going into this movie, but any dreams that I had of seeing worlds with detail and grandeur of Azguard were slowly ripped away. From ice formations that looked like plastic through to a janky reptilian creature, it appears as though there was either not enough budget or a complete miscalculation from a style point of view. The MK world is supposed to be gritty and dark!Although there were moments where a darker setting managed to reduce the sting of the subpar graphics, much of the film is played out against backdrops that feel out of place for an MK movie and felt highly cartoonish. A certain 'Thunder God' who appears in this film looked downright ridiculous when viewed up close, sporting a pair of 'electric eyes' that were on par with the VFX seen in the Incredible Hulk series from
The 1970s.The performance of Josh Lawson as Kano was definitely the highlight of the movie, and would have fit perfectly as a point of levity if this film was executed in a more appropriately dark and brooding tone. The fight scenes involving Scorpion and Subzero were also a shinning light in this film, with both actors doing a fantastic job despite the script.Overall, the amount that is wrong with this film would not allow me to revel in the nostalgia of seeing some of my favourite characters on screen. There were points in this movie that were so cringeworthy that I may have uppercutted myself into a pit of spikes of given the chance, and upon reflection, the name 'Shang Stung' may have been an appropriate title for this movie, because It took a piece of my soul and left me feeling dead inside.","negative"
4,"I must I admit I did enjoy the beginning of the movie and the set up. The begining with Bi-Han and Hanzo was done great, but the more the movie goes on, the worse it becomes, culminating around minute 70 where the screenwriter didn't know what to do and just started teleporting characters around (even worse offense compared to X-Men: Apocalypse)The movie has Act 1 which is passable, entertaining at best thanks to the comic relief of Kano's character, ACT 2 DOES NOT EXIST and act 3 is utter garbage.Dear I see that this is the first movie for screenwriter Greg Russo.Greg if you are reading this, please take a few more screenwriting lessons, this was lazy at best. Even by Mortal Kombat plot standers which can be laugably bad but charming (I played 7 games and watched the 90s movies) this was reeaaaly bad in plot department.","negative"
5,"While this was okay to decent, I preferred MK legacy and even the original cheesy 1995 film to this one. The opening scene was really good and it got my hopes up, but after that, aside from the comic relief of Kano, the whole thing just fell a little flat.The story was all over the place and often rushed. They really didn't do justice to many of the characters and the decision to add a new character did not sit well with me. The treatment of Goro in this movie was criminal and the actor who portrayed Shang Tsung was a terrible casting choice.The CGI was good, and I felt they handled the gore really well (not too little, not too much), but I found the fights as a whole to be quite lackluster.Having Sub-Zero as main villain was cool (pun intended). But needed more Scorpion and less Cole (or better yet, no Cole).Overall, enjoyable enough to pass the time, but don't get your hopes up too high or you will be disappointed.","negative"
7,"It's an OK movie with some nice action. I thought it was going to be a great movie the first 15 minutes in, but it did go down hill from there.The story line was corny, the acting was corny, and they missed a lot of opportunities to bring more of the MK universe into the movie. The movie was too short and seemed rushed and disjointed.However, the action was fun, the CGI was well done, and I was entertained.","positive"
9,"MORTAL KOMBAT!!!!! I was 15 when the original one came out in 1995 loved and couldnt wait for the story to continue.....was 17 when the sequel came in 1997 and was bummed out BIG TIME, I thought the franchise in the movie business was dead and buried, then came glimmers of hope with limited series and animated movie over the last few years. NOW we have a new movie for 2021 and I have to say I ENJOYED EVERY BIT OF GORE AND FAN SERVICE IT GAVE. Bring on The Tournament.","positive"
9,"Okay so as I start a lot of reviews (for better or for worse) if you are walking into this expecting Shakespeare or anything resembling a critique of the human condition you are deluding yourself. If you are walking in expecting a balls to the wall adaptation of a video game primarily about a fighting tournament with all the promised gore and even some clever nods to fight conclusions from the game you, my friend are in luck because this movie is great fun and really does it's best o bring the world of the games to life.There are no surprises in the pacing, you are basically introduced to the main players as basically as possible, but this is fine because it's all just set up to incredible fight sequences and a decent little revenge plot
This earns it's R18+ rating(here in Australia it's akin to the NC-17 In the U. S.) to the film maker's credit the fatalities are graphic and unlike other films the bloodshed is gruesome and graphic
Here's hoping that the box office is set alight for this and this will pave the way for big budget game adaptations by high profile quality film makers... I'm looking at you BioShock
All in all this is a funviole t and beautifully shot film.","positive"
8,"I've expected nothing expect visuals and familiar heroes, their specials and fatalities. I'm satisfied (expect Reptile reincarnation which is silly). Plot is flat, character's are stupid, but I don't care as long as I hear that techno.","positive"
7,"First things first - I'm super pissed they didn't yell MOORRTTAALLLL KOOMMMBBAAATTT"" even once during the movie. I waited to hear it and was so disappointed *insert thug tear here*Moving on, I thought the movie was solid!! Seeing some of my faves (like Scorpion, Raiden and Sub-Zero) took me back to my youth when I spent hours playing Mortal Kombat, trying to hit fatalities on the wretched Sega controller. It's gory and now that I'm a bit older it can be hard to watch but I knew what to expect going in. All in all MK had great fight scenes, so-so character development and tons of nostalgia. You can't go into these movies thinking they will be Oscar worthy or you'll be disappointed.As they said in Gladiator - I was, in fact, quite entertained and am looking forward to the next one!","positive"
5,"Having waited 20 years for a new MK movie to come out, I felt that I was let down by this movie.It was extremely fast paced, there were many holes in the plot, and the MK characters which I've grown up with did not get the adequate screen time they deserved. Which bugged me the most because it had all the potential to earn its ""flawless victory"" tagline, but it fell short.With the 1995 MK movie, you kinda fall in love with the main characters because they had personality and they were given time to shine on screen. With this movie however, I personally could not connect or feel anything towards most of the MK characters. In other words, the acting wasn't that great.Putting all of this aside, the movie was still enjoyable and fun. It pays homage to the video game in a good way with the gory fatalities and bloody fighting scenes. But that's about it!","negative"
1,"Perfect example of bad movie ,over acting ,nonsense dialogue presentation , stupid laughable dresses and extremely boring.Media is always paid when an expensive movie is directed to show it as awesome movie , and same is here . Not a single scene looks original , background music dont even match scene ,actors are d-.Dont waste money just in case u are going to see it on bbo max and planning to pay hbo just for it .","negative"
6,"I was really hyped for this movie and because of the casting I had some expectations, but I was really let down at the end.The script is just plain bad. Cole Young is a boring and forgettable character and my initial feeling proved me right that he was a very bad idea to focus the movie around. Kano was by far the best thing about this movie. Even though I was no fan at all of this Arcana nonsense and how they got their powers. Completely unnecessary.Mortal Kombat has almost 30 years of lore, there was no need for this.Goro, Mileena and Kung Lao were totally wasted. Shang Tsung taking Kungs soul out of nowhere felt really off and had no pay off - at least for me.Reiko could've been literally any other character - completely interchangeable.Raiden was just kinda there.I'm really mad what they did to Reptile. He didn't look good and had no need to be there. Same for Goro, they said he was so expensive and then they waste him for Cole???I guess you could say the final fight had some memorable moments between Scorpion and Sub-Zero, but then Cole dragged it down for me.Guess I'm too spoiled with the Raid and IP Man movies too expect an epic fight in an American movie.The few fatalities were fun.This is just a set up for the next movie because we never make it to the tournament. Guess Shang Tsung can bring everyone back, but Cole remains a big problem.I just hope the producers take the criticism to heart and really deliver with the next one, but it's WB and they don't really get the fans. Unfortunately there is no Snyder Cut of this movie.","negative"
1,"Cringe and no development, it felt like I was watching a sitcom about mock superheroes. No respect to the game.","negative"
6,"This film, while being well shot and produced, is a disaster in the story department and writing.These collection of scenes only exist to showcase the characters abilities and rivalries and nothing else.Sure, it's action packed, but if all you are getting are for-show character fight scenes that are just put in for the fans, you're better off just playing the game.","negative"
1,"* There is no end credit scene *Simon McQuoid, in his feature directorial debut and crew, brought an unwatchable adaptation. I don't know which part was worse the direction, the story, the music, or the performances. I wasn't surprised at how terrible the film was because, from the moment the trailer hit, I instantly knew how bad it might be. Such a shame because when they announced for the first time that a Mortal Kombat movie was in the works I was so thrilled especially since it was rated R. I was more excited by it because I thought the fatalities were going to be gruesome and entertaining to watch. I can't believe I'm going to say this but I prefer to watch the Mortal Kombat 1995 version over this reboot. There wasn't a scene that I enjoyed everything was going from bad to worse and all I kept thinking about was to end the film but I kept holding on and on watching how the seconds were so slow for it to finish. I only felt happiness the moment it hit the end credits, I almost yelled ""finally!"". This movie felt like I was watching a low-budget bad TV Show that took too long to end for it to finish. When the moment came on the film to explain Mortal Kombat it was like a blur with no suspense behind it. Everything was crashing down, scene after scene making too much humor with unimpressive fight sequences trying to hide the bad script and failing at it. I didn't mind that there was no actual tournament their idea to move past that was good but only the idea because the way everything unfolded was excruciating to watch.The composer Benjamin Wallfisch made the film even worse with his music. Not only I was annoyed by everything but the music was not helping. His music felt extremely out of place and it really didn't go well in any scene. It was making too much out of scenes that needed something smoother and when the scenes got heated the music push too much.The cast performances were painful to watch, not even the incredible Hiroyuki Sanada opening scene could save the film. He is an amazing actor but his part was bad as well and mainly towards the bad script, not his acting skills. The other cast members felt like all of them were rookies, so many of their lines made the scenes so cheesy and not to be taken seriously.","negative"
5,"I will start with the positive. The opening and closing scenes of this film are excellent!Focusing on Scorpion and Sub-zero's story was a solid high point that showcased the best this film had to offer as far as acting performances, fight choreography and interesting plot premise.Unfortunately, the 90+ minutes that occur between these 2 scenes are dull in comparison!Immediately after the exhilarating opening scene, we get introduced to brand new character; Cole Young.As a character, Cole is just blah! Boring. Un-interesting. A down-and-out underdog with no real purpose other than functioning as a major buzz-kill everytime he's on screen.Basically - Cole sucks!!!If the writers wanted to add a new character - at least make him interesting so the audience gives a s*!t about him!I would love to say that Cole is the worst thing about this film but unfortunately the ""bad"" doesn't end with him.Other MK faves are pointlessly inserted throughout the film just so the audience can say ""hey, it's Kabal - there he is"" or ""ooh, no! Here comes Goro"" but serve no real purpose outside of this!Rayden and Shang Tsung literally could have been played by anyone!They had NO personality whatsoever!Rayden could barely speak english and delivered his dialogue like it was a dress rehearsal for an amature theatre production.Shang Tsung was a generic TV villain straight out of Power Rangers!No black contact lenses could make up for the lack of ""menace"" about him.This film desperately needed Cary Tagawa back in the role of Shang Tsung - his charisma and menacing grimace was a stand-out of the 1995 original film.Heck - his performance was so good that they bought him back for MK11!Why not this film?!Outside of Sub-zero and Scorpion - the only likeable character in this film is Kano!He gets the best dialogue of all characters (I suspect much of it is improvised), had he not been in the film - that 90 minutes between the intro and ending would have been an absolute snore-fest!I realise I'm sounding overly harsh here but the thing is - Im a long time MK fan.I grew up with the original game trilogy, read the comics and watched the film's.I'm an MK fan for life and this film was an insult to MK fans everywhere!People say we need to turn our brain's off to enjoy these types of film's - but there's a difference between turning off your brain and having to get a labotomy to enjoy a movie!Very dissapointing.I hope that a sequel brings in a new team of (creative) writers, a more competent Director and that they kill off Cole within Act 1 as it would be a huge disservice having a non-canon plank of wood win the tournament!","negative"
1,"This has a few redeeming moments, but the original is better.","negative"
1,"Imagine a Lord of the Rings movie without the One ring or Harry Potter movie without magic. They literally made a Mortal Kombat movie without mortal kombat and who the hell is Cole Young? Newbie kills one of the thoughest fighter in sec. Liu Kang and Raiden writing was so lame. They didn't do anything to the story. There is no point making Cole and Hanzo relative. Story and dialogues were cheesy.","negative"
1,"After finishing the entire movie. I felt disappointed and annoyed. This movie is very inaccurate of the mortal kombat story. The lines were beyond corny. In one line Kano had mentioned ""Magic Mike"" during his kombat with Lui Kang, that's embarrassing. The movie was soo unfinished. The movie is just a fat No for me. I don't even want a 2nd part because the 1st part wasn't even done.","negative"
1,"With exception of Sanada and Lawson, everyone's acting is terrible!VFX looks like low budget indie sci-fi, music/sfx is disruptinveand worse of all: Script is astonishingly cluttered and lacks of meaningful dialogue or coherent story!!Shame!","negative"
9,"This is much better version of mortal kombat... though the storyline can be better... but this movie is enjoyable...","positive"
8,"So 8 stars because of how much I enjoyed this movie though I should note that I'm a Mortal Kombat fan so I'm a little biased in that sense. However, the choreography was excellent, the fighting and fatalities were great, there was cheese but not too much (have to expect some from Mortal Kombat though), the actors (especially Kano) were all great.There are definite flaws though. The CGI was mediocre, presumably due to budget constraints, but hopefully with the success of this movie we'll get a slightly larger budget for the next one that will hopefully lead to some better CGI.The other main flaw was the script. Now I wasn't expecting anything mind-blowing and yet, they teased me with that opening scene. Handled fantastically in every possible way, script including, I was then hoping the rest of the movie would keep up that pace but it kind of hit a bump with the introduction of Cole & all the other characters and setting up the MK world. It was that weird kind of thing where certain aspects seemed rushed (not enough backstory about anyone to care too much about their fate) yet other aspects made it all feel a little dragged out (trying to unlock their powers).There's too many details to go into here about it but the simple way to word my conclusion would be that this would actually work very, very well as a series. Most of the problems with this film and script and pacing/editing and I feel like a lot of that could be solved if it was episodic instead of trying to cram it all into an average-length movie. They could still do some films, like about certain characters or rivalries, but the main chunk of the universe and even the tournament itself, should all be part of a series in my opinion.","positive"
1,"Lazy and laughable writing, boring dialogues, fatalities for fatalities' sake. Forgettable soundtrack. Main protagonist is just dull and has plot armor. Literally.Kung Lao and Sub-Zero (and their respective actors) are perfect. Kano could have been perfect too, if not for that Arkana thing... What is that, by the way..?Watched this movie two weeks ago. Left theater, before the movie ended. So disappointed, that it still hurts.","negative"
1,"You are not making a good movie when you put some sitcom jokes into serious, tense moments. You gotta focus on senario and screenplay. Well, which this movie does not have unfortunately.","negative"
3,"If you are a fan of Mortal Kombat and you grew up with the franchise, just don't go see it, or go see it with a friend. It's just not worth it and it is a real slap to the face to the fans. Cole is a weak character, and there's just so many bad decisions in this movie. After a couple hours seeing it, I am still very angry and that is why I am giving three stars, if it was just bad I would have had given maybe 5 stars.","negative"
1,"For any true fan of Mortal Kombat, avoid this all together and forget it ever existed.","negative"
1,"The movie's very dull, bad acting, bad story line, introduction of an unwanted character.Opening scene wasn't very strong either, it's just mediocre at best. I'd call Man of Steel, Batman vs. Superman, Dark Knight openings as amazing opening, not this garbage.The characters look like they're 19 or something, what's up with that?Keno was the best thing in this movie.A new character destroying Goro in their first encounter?Honestly, it's missed opportunity, really disappointed.","negative"
4,"Who green lit this to be made this way? I guess New Line figured if it could contain blood and gore it would succeed, but even that is lackluster here.There is 25 to 30 years worth of Mortal Kombat games and backstories to choose from and yet they introduce a brand new character named Cole who adds nothing to the film other than figuring out he can grow a poor man's version of Aquamans top.The plot is weak. Shang T-Sung is killing off those who will fight in the Mortal Kombat tournament for Earth.... and we get no tournament??? Really?The introduction to these characters is bad, and the villains are introduced so badly they belong in Mortal Kombat: Anhilation. Yes. Its that Bad! Shang T-Sung literally says each of his henchman names so the audience knows who they are... all located on a terrible bridge of some sort.The movie becomes a train wreck with just about every decision it makes. It had potential to go places, but it just gets swept of its feet and fatalitied.It's plan is to make a sequel. Why bother? Who cares where these characters are going and who will be in the next one? It's not worth continuing.","negative"
8,"This was the best movie I have watched recently.I love action and fighting movies, scenes were clean and clear. In some movies they show the fight from very stupid angles and we can't even understand if they are fighting or dancing. This movie was very satisfying in fighting scenes. Good quality.","positive"
8,"I liked the flights 9/10
The story ok 7/10
Characters 8,5/10
Entertaining <U+0001F44D><U+0001F44D>","positive"
9,"I liked the movie overall but there were some shortcomings. The main shortcoming was plot of the movie. I didn't really like the plot.There were amazing scenes, amazing combats among characters. Sub Zero and Scorpion so cool. Their designs are so amazing. Some fatalities are like in the game.I didn't like Cole young as a character but Lewis Tan is martial artist and he did good job. So for me 9/10.","positive"
9,"I liked the changes they made to the traditional MK story! The fighting was amazing, I'm glad they didn't spoil it in the trailers.If you're a fan of MK you'll enjoy the movie for sure. Kano is the best part of it. I wish they had more of a budget to handle outworld better but I'm sure they'll fix that in the sequel.","positive"
1,"Okay, so I thought the 90s version was bad... until I saw this train wreck of a movie! The casting was absolutely terrible because they didn't fit their characters.The main actor who played Cole is very stale and too boring to be the main character. And don't even get me started on Liu Kang. He looks so weak compared to the 90s actor!The only interesting thing was Kano & Sub Zero. Kano's lines felt more natural than the rest of the actors. And Sub Zero was actually pretty dope. I just hated how his costume wasn't blue. It's his signature!","negative"
